"plant_no","Cno","Cno_val","plant_name.x.x","genus.x.x","family.x.x","long","long_code","long_val","plant_name.y.x","genus.y.x","family.y.x","soil_nutr","soil_nutr_val","plant_name.x","genus.x","family.x","leafP","leafP_val","plant_name.x.y","genus.x.y","family.x.y","leafN","leafN_val","plant_name.y.y","genus.y.y","family.y.y","plant_name.y","genus.y","family.y"
1930340010,"2C DNA content (pg)","5.5","MIBORA MINIMA","MIBORA","POACEAE","Longevity of stems (yrs)","5.02","<1","MIBORA MINIMA","MIBORA","POACEAE","Soil nutrients","very infertile","MIBORA MINIMA","MIBORA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIBORA MINIMA","mibora","POACEAE"
1930350010,"2C DNA content (pg)","16.9","BRIZA MEDIA","BRIZA","POACEAE","Longevity of stems (yrs)","5.02","<1","BRIZA MEDIA","BRIZA","POACEAE","Soil nutrients","infertile","BRIZA MEDIA","BRIZA","POACEAE","Mature leaf P concentration (mg/g)","<1","BRIZA MEDIA","BRIZA","POACEAE","Mature leaf N concentration (mg/g)","10-20","BRIZA MEDIA","BRIZA","POACEAE","BRIZA MEDIA","briza","POACEAE"
1930360220,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","2-10","SESLERIA CAERULEA","SESLERIA","POACEAE","Soil nutrients","fertile","SESLERIA CAERULEA","SESLERIA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SESLERIA CAERULEA","sesleria","POACEAE"
1930400010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","MELICA NUTANS","MELICA","POACEAE","Soil nutrients","infertile","MELICA NUTANS","MELICA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MELICA NUTANS","melica","POACEAE"
1930420080,"2C DNA content (pg)","3.3","GLYCERIA FLUITANS","GLYCERIA","POACEAE",NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","GLYCERIA FLUITANS","GLYCERIA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLYCERIA FLUITANS","glyceria","POACEAE"
1930440010,"2C DNA content (pg)","23.9","ANISANTHA DIANDRA","ANISANTHA","POACEAE","Longevity of stems (yrs)","5.02","<1","ANISANTHA DIANDRA","ANISANTHA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANISANTHA DIANDRA","anisantha","POACEAE"
1930440100,"2C DNA content (pg)","24.0","BROMOPSIS RAMOSA","BROMOPSIS","POACEAE","Longevity of stems (yrs)","5.02","<1","BROMOPSIS RAMOSA","BROMOPSIS","POACEAE","Soil nutrients","fertile","BROMOPSIS RAMOSA","BROMOPSIS","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BROMOPSIS RAMOSA","bromopsis","POACEAE"
1930440260,"2C DNA content (pg)","27.0","BROMUS RACEMOSUS","BROMUS","POACEAE","Longevity of stems (yrs)","5.02","<1","BROMUS RACEMOSUS","BROMUS","POACEAE","Soil nutrients","infertile","BROMUS RACEMOSUS","BROMUS","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BROMUS RACEMOSUS","bromus","POACEAE"
1930440370,"2C DNA content (pg)","20.9","CERATOCHLOA CARINATA","CERATOCHLOA","POACEAE","Longevity of stems (yrs)","5.02","<1","CERATOCHLOA CARINATA","CERATOCHLOA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CERATOCHLOA CARINATA","ceratochloa","POACEAE"
1930450020,"2C DNA content (pg)","2.3","BRACHYPODIUM PINNATUM","BRACHYPODIUM","POACEAE",NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","BRACHYPODIUM PINNATUM","BRACHYPODIUM","POACEAE","Mature leaf P concentration (mg/g)","1-2","BRACHYPODIUM PINNATUM","BRACHYPODIUM","POACEAE","Mature leaf N concentration (mg/g)","10-20","BRACHYPODIUM PINNATUM","BRACHYPODIUM","POACEAE","BRACHYPODIUM PINNATUM","brachypodium","POACEAE"
1930470010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","LEYMUS ARENARIUS","LEYMUS","POACEAE","Soil nutrients","fertile","LEYMUS ARENARIUS","LEYMUS","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEYMUS ARENARIUS","leymus","POACEAE"
1930480050,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ELYMUS CANINUS","ELYMUS","POACEAE","Soil nutrients","fertile","ELYMUS CANINUS","ELYMUS","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELYMUS CANINUS","elymus","POACEAE"
1930480220,"2C DNA content (pg)","32.7","ELYTRIGIA JUNCEA","ELYTRIGIA","POACEAE","Longevity of stems (yrs)","5.02","<1","ELYTRIGIA JUNCEA","ELYTRIGIA","POACEAE","Soil nutrients","fertile","ELYTRIGIA JUNCEA","ELYTRIGIA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELYTRIGIA JUNCEA","elytrigia","POACEAE"
1930570100,"2C DNA content (pg)","22.4","HORDEUM SECALINUM","HORDEUM","POACEAE","Longevity of stems (yrs)","5.02","<1","HORDEUM SECALINUM","HORDEUM","POACEAE","Soil nutrients","infertile","HORDEUM SECALINUM","HORDEUM","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORDEUM SECALINUM","hordeum","POACEAE"
1930580010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","HORDELYMUS EUROPAEUS","HORDELYMUS","POACEAE","Soil nutrients","infertile","HORDELYMUS EUROPAEUS","HORDELYMUS","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORDELYMUS EUROPAEUS","hordelymus","POACEAE"
1930600130,"2C DNA content (pg)","27.5","AVENA STERILIS","AVENA","POACEAE","Longevity of stems (yrs)","5.02","<1","AVENA STERILIS","AVENA","POACEAE","Soil nutrients","very fertile","AVENA STERILIS","AVENA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVENA STERILIS","avena","POACEAE"
1930620010,"2C DNA content (pg)","10.1","HELICTOTRICHON PUBESCENS","HELICTOTRICHON","POACEAE","Longevity of stems (yrs)","5.02","<1","HELICTOTRICHON PUBESCENS","HELICTOTRICHON","POACEAE","Soil nutrients","fertile","HELICTOTRICHON PUBESCENS","HELICTOTRICHON","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HELICTOTRICHON PUBESCENS","helictotrichon","POACEAE"
1930640010,"2C DNA content (pg)","16.0","ARRHENATHERUM ELATIUS","ARRHENATHERUM","POACEAE","Longevity of stems (yrs)","5.02","<1","ARRHENATHERUM ELATIUS","ARRHENATHERUM","POACEAE","Soil nutrients","fertile","ARRHENATHERUM ELATIUS","ARRHENATHERUM","POACEAE","Mature leaf P concentration (mg/g)","2-3","ARRHENATHERUM ELATIUS","ARRHENATHERUM","POACEAE","Mature leaf N concentration (mg/g)","20-30","ARRHENATHERUM ELATIUS","ARRHENATHERUM","POACEAE","ARRHENATHERUM ELATIUS","arrhenatherum","POACEAE"
1930660010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GAUDINIA FRAGILIS","gaudinia","POACEAE"
1930680050,"2C DNA content (pg)","9.3","KOELERIA MACRANTHA","KOELERIA","POACEAE","Longevity of stems (yrs)","5.02","<1","KOELERIA MACRANTHA","KOELERIA","POACEAE","Soil nutrients","infertile","KOELERIA MACRANTHA","KOELERIA","POACEAE","Mature leaf P concentration (mg/g)","1-2","KOELERIA MACRANTHA","KOELERIA","POACEAE","Mature leaf N concentration (mg/g)","10-20","KOELERIA MACRANTHA","KOELERIA","POACEAE","KOELERIA MACRANTHA","koeleria","POACEAE"
1930700130,"2C DNA content (pg)","4.7","TRISETUM FLAVESCENS","TRISETUM","POACEAE","Longevity of stems (yrs)","5.02","<1","TRISETUM FLAVESCENS","TRISETUM","POACEAE","Soil nutrients","infertile","TRISETUM FLAVESCENS","TRISETUM","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRISETUM FLAVESCENS","trisetum","POACEAE"
1930730010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","LAGURUS OVATUS","LAGURUS","POACEAE","Soil nutrients","very infertile","LAGURUS OVATUS","LAGURUS","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAGURUS OVATUS","lagurus","POACEAE"
1930740010,"2C DNA content (pg)","18.0","DESCHAMPSIA CESPITOSA","DESCHAMPSIA","POACEAE","Longevity of stems (yrs)","5.02","<1","DESCHAMPSIA CESPITOSA","DESCHAMPSIA","POACEAE","Soil nutrients","infertile","DESCHAMPSIA CESPITOSA","DESCHAMPSIA","POACEAE","Mature leaf P concentration (mg/g)","1-2","DESCHAMPSIA CESPITOSA","DESCHAMPSIA","POACEAE","Mature leaf N concentration (mg/g)","10-20","DESCHAMPSIA CESPITOSA","DESCHAMPSIA","POACEAE","DESCHAMPSIA CESPITOSA","deschampsia","POACEAE"
1930760020,"2C DNA content (pg)","12.1","AIRA CARYOPHYLLEA","AIRA","POACEAE","Longevity of stems (yrs)","5.02","<1","AIRA CARYOPHYLLEA","AIRA","POACEAE","Soil nutrients","very infertile","AIRA CARYOPHYLLEA","AIRA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRA CARYOPHYLLEA","aira","POACEAE"
1930810020,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","HIEROCHLOE ODORATA","HIEROCHLOE","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIEROCHLOE ODORATA","hierochloe","POACEAE"
1930820010,"2C DNA content (pg)","11.8","ANTHOXANTHUM ODORATUM","ANTHOXANTHUM","POACEAE","Longevity of stems (yrs)","5.02","<1","ANTHOXANTHUM ODORATUM","ANTHOXANTHUM","POACEAE","Soil nutrients","very infertile","ANTHOXANTHUM ODORATUM","ANTHOXANTHUM","POACEAE","Mature leaf P concentration (mg/g)","<1","ANTHOXANTHUM ODORATUM","ANTHOXANTHUM","POACEAE","Mature leaf N concentration (mg/g)","10-20","ANTHOXANTHUM ODORATUM","ANTHOXANTHUM","POACEAE","ANTHOXANTHUM ODORATUM","anthoxanthum","POACEAE"
1930830040,"2C DNA content (pg)","7.8","HOLCUS MOLLIS","HOLCUS","POACEAE","Longevity of stems (yrs)","5.02","<1","HOLCUS MOLLIS","HOLCUS","POACEAE","Soil nutrients","infertile","HOLCUS MOLLIS","HOLCUS","POACEAE","Mature leaf P concentration (mg/g)","1-2","HOLCUS MOLLIS","HOLCUS","POACEAE","Mature leaf N concentration (mg/g)","20-30","HOLCUS MOLLIS","HOLCUS","POACEAE","HOLCUS MOLLIS","holcus","POACEAE"
1930840010,"2C DNA content (pg)","2.3","CORYNEPHORUS CANESCENS","CORYNEPHORUS","POACEAE","Longevity of stems (yrs)","5.02","<1","CORYNEPHORUS CANESCENS","CORYNEPHORUS","POACEAE","Soil nutrients","very infertile","CORYNEPHORUS CANESCENS","CORYNEPHORUS","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CORYNEPHORUS CANESCENS","corynephorus","POACEAE"
1930870200,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","AGROSTIS GIGANTEA","AGROSTIS","POACEAE","Soil nutrients","fertile","AGROSTIS GIGANTEA","AGROSTIS","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGROSTIS GIGANTEA","agrostis","POACEAE"
1930880010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","GASTRIDIUM VENTRICOSUM","GASTRIDIUM","POACEAE","Soil nutrients","infertile","GASTRIDIUM VENTRICOSUM","GASTRIDIUM","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTRIDIUM VENTRICOSUM","gastridium","POACEAE"
1930890010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","POLYPOGON MONSPELIENSIS","POLYPOGON","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYPOGON MONSPELIENSIS","polypogon","POACEAE"
1930900010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","AMMOPHILA ARENARIA","AMMOPHILA","POACEAE","Soil nutrients","infertile","AMMOPHILA ARENARIA","AMMOPHILA","POACEAE","Mature leaf P concentration (mg/g)","1-2","AMMOPHILA ARENARIA","AMMOPHILA","POACEAE","Mature leaf N concentration (mg/g)","5-10","AMMOPHILA ARENARIA","AMMOPHILA","POACEAE","AMMOPHILA ARENARIA","ammophila","POACEAE"
1930910010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CALAMAGROSTIS EPIGEJOS","CALAMAGROSTIS","POACEAE","Soil nutrients","fertile","CALAMAGROSTIS EPIGEJOS","CALAMAGROSTIS","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CALAMAGROSTIS EPIGEJOS","calamagrostis","POACEAE"
1930930080,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","PHLEUM ARENARIUM","PHLEUM","POACEAE","Soil nutrients","very infertile","PHLEUM ARENARIUM","PHLEUM","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHLEUM ARENARIUM","phleum","POACEAE"
1930940100,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ALOPECURUS MYOSUROIDES","ALOPECURUS","POACEAE","Soil nutrients","very fertile","ALOPECURUS MYOSUROIDES","ALOPECURUS","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALOPECURUS MYOSUROIDES","alopecurus","POACEAE"
1930970010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","PARAPHOLIS INCURVA","PARAPHOLIS","POACEAE","Soil nutrients","infertile","PARAPHOLIS INCURVA","PARAPHOLIS","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARAPHOLIS INCURVA","parapholis","POACEAE"
1930990010,"2C DNA content (pg)","11.7","PHALARIS ARUNDINACEA","PHALARIS","POACEAE","Longevity of stems (yrs)","5.02","<1","PHALARIS ARUNDINACEA","PHALARIS","POACEAE","Soil nutrients","fertile","PHALARIS ARUNDINACEA","PHALARIS","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHALARIS ARUNDINACEA","phalaris","POACEAE"
1931020010,"2C DNA content (pg)","7.9","MILIUM EFFUSUM","MILIUM","POACEAE","Longevity of stems (yrs)","5.02","<1","MILIUM EFFUSUM","MILIUM","POACEAE","Soil nutrients","infertile","MILIUM EFFUSUM","MILIUM","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MILIUM EFFUSUM","milium","POACEAE"
1931090010,"2C DNA content (pg)","2.3","PHRAGMITES AUSTRALIS","PHRAGMITES","POACEAE","Longevity of stems (yrs)","5.02","<1","PHRAGMITES AUSTRALIS","PHRAGMITES","POACEAE","Soil nutrients","infertile","PHRAGMITES AUSTRALIS","PHRAGMITES","POACEAE","Mature leaf P concentration (mg/g)","2-3","PHRAGMITES AUSTRALIS","PHRAGMITES","POACEAE","Mature leaf N concentration (mg/g)","20-30","PHRAGMITES AUSTRALIS","PHRAGMITES","POACEAE","PHRAGMITES AUSTRALIS","phragmites","POACEAE"
1931110010,"2C DNA content (pg)","5.9","DANTHONIA DECUMBENS","DANTHONIA","POACEAE","Longevity of stems (yrs)","5.02","<1","DANTHONIA DECUMBENS","DANTHONIA","POACEAE","Soil nutrients","infertile","DANTHONIA DECUMBENS","DANTHONIA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DANTHONIA DECUMBENS","danthonia","POACEAE"
1931130010,"2C DNA content (pg)","4.6","MOLINIA CAERULEA","MOLINIA","POACEAE","Longevity of stems (yrs)","5.02","<1","MOLINIA CAERULEA","MOLINIA","POACEAE","Soil nutrients","very infertile","MOLINIA CAERULEA","MOLINIA","POACEAE","Mature leaf P concentration (mg/g)","1-2","MOLINIA CAERULEA","MOLINIA","POACEAE","Mature leaf N concentration (mg/g)","10-20","MOLINIA CAERULEA","MOLINIA","POACEAE","MOLINIA CAERULEA","molinia","POACEAE"
1931160010,"2C DNA content (pg)","4.2","NARDUS STRICTA","NARDUS","POACEAE","Longevity of stems (yrs)","5.02","2-10","NARDUS STRICTA","NARDUS","POACEAE","Soil nutrients","infertile","NARDUS STRICTA","NARDUS","POACEAE","Mature leaf P concentration (mg/g)","1-2","NARDUS STRICTA","NARDUS","POACEAE","Mature leaf N concentration (mg/g)","10-20","NARDUS STRICTA","NARDUS","POACEAE","NARDUS STRICTA","nardus","POACEAE"
1931260010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CYNODON DACTYLON","CYNODON","POACEAE","Soil nutrients","infertile","CYNODON DACTYLON","CYNODON","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYNODON DACTYLON","cynodon","POACEAE"
1931270010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","SPARTINA MARITIMA","SPARTINA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPARTINA MARITIMA","spartina","POACEAE"
1931300010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very fertile","LEERSIA ORYZOIDES","LEERSIA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEERSIA ORYZOIDES","leersia","POACEAE"
1931370040,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","DIGITARIA ISCHAEMUM","DIGITARIA","POACEAE","Soil nutrients","infertile","DIGITARIA ISCHAEMUM","DIGITARIA","POACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIGITARIA ISCHAEMUM","digitaria","POACEAE"
1950010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very fertile","ACORUS CALAMUS","ACORUS","ARACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACORUS CALAMUS","acorus","ARACEAE"
1950030010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LYSICHITON AMERICANUS","lysichiton","ARACEAE"
1950060010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ARUM ITALICUM","ARUM","ARACEAE","Soil nutrients","fertile","ARUM ITALICUM","ARUM","ARACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARUM ITALICUM","arum","ARACEAE"
1960010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOLFFIA ARRHIZA","wolffia","LEMNACEAE"
1960020010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEMNA TRISULCA","lemna","LEMNACEAE"
1960030018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPIRODELA POLYRHIZA","spirodela","LEMNACEAE"
1970010010,"2C DNA content (pg)","1.1","SPARGANIUM ERECTUM","SPARGANIUM","SPARGANIACEAE","Longevity of stems (yrs)","5.02","1-2","SPARGANIUM ERECTUM","SPARGANIUM","SPARGANIACEAE","Soil nutrients","very fertile","SPARGANIUM ERECTUM","SPARGANIUM","SPARGANIACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPARGANIUM ERECTUM","sparganium","SPARGANIACEAE"
1980010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","fertile","TYPHA ANGUSTIFOLIA","TYPHA","TYPHACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TYPHA ANGUSTIFOLIA","typha","TYPHACEAE"
1990010010,"2C DNA content (pg)","1.3","SCIRPUS SYLVATICUS","SCIRPUS","CYPERACEAE",NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","SCIRPUS SYLVATICUS","SCIRPUS","CYPERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCIRPUS SYLVATICUS","scirpus","CYPERACEAE"
1990010030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOLBOSCHOENUS MARITIMUS","bolboschoenus","CYPERACEAE"
1990010040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","SCHOENOPLECTUS LACUSTRIS","SCHOENOPLECTUS","CYPERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCHOENOPLECTUS LACUSTRIS","schoenoplectus","CYPERACEAE"
1990010118,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SCIRPOIDES HOLOSCHOENUS","SCIRPOIDES","CYPERACEAE","Soil nutrients","very infertile","SCIRPOIDES HOLOSCHOENUS","SCIRPOIDES","CYPERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCIRPOIDES HOLOSCHOENUS","scirpoides","CYPERACEAE"
1990010148,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ISOLEPIS CERNUA","ISOLEPIS","CYPERACEAE","Soil nutrients","infertile","ISOLEPIS CERNUA","ISOLEPIS","CYPERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISOLEPIS CERNUA","isolepis","CYPERACEAE"
1990010168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELEOGITON FLUITANS","eleogiton","CYPERACEAE"
1990010180,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","TRICHOPHORUM CESPITOSUM","TRICHOPHORUM","CYPERACEAE","Soil nutrients","infertile","TRICHOPHORUM CESPITOSUM","TRICHOPHORUM","CYPERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRICHOPHORUM CESPITOSUM","trichophorum","CYPERACEAE"
1990020010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","infertile","BLYSMUS COMPRESSUS","BLYSMUS","CYPERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLYSMUS COMPRESSUS","blysmus","CYPERACEAE"
1990030030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very infertile","ERIOPHORUM GRACILE","ERIOPHORUM","CYPERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERIOPHORUM GRACILE","eriophorum","CYPERACEAE"
1990040020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELEOCHARIS PARVULA","eleocharis","CYPERACEAE"
1990070110,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CYPERUS FUSCUS","CYPERUS","CYPERACEAE","Soil nutrients","fertile","CYPERUS FUSCUS","CYPERUS","CYPERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYPERUS FUSCUS","cyperus","CYPERACEAE"
1990080010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","2-10","CLADIUM MARISCUS","CLADIUM","CYPERACEAE","Soil nutrients","infertile","CLADIUM MARISCUS","CLADIUM","CYPERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLADIUM MARISCUS","cladium","CYPERACEAE"
1990090020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very infertile","RHYNCHOSPORA FUSCA","RHYNCHOSPORA","CYPERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RHYNCHOSPORA FUSCA","rhynchospora","CYPERACEAE"
1990100020,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SCHOENUS FERRUGINEUS","SCHOENUS","CYPERACEAE","Soil nutrients","very infertile","SCHOENUS FERRUGINEUS","SCHOENUS","CYPERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCHOENUS FERRUGINEUS","schoenus","CYPERACEAE"
1990110020,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","KOBRESIA SIMPLICIUSCULA","KOBRESIA","CYPERACEAE","Soil nutrients","very infertile","KOBRESIA SIMPLICIUSCULA","KOBRESIA","CYPERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KOBRESIA SIMPLICIUSCULA","kobresia","CYPERACEAE"
1990120480,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CAREX HIRTA","CAREX","CYPERACEAE","Soil nutrients","infertile","CAREX HIRTA","CAREX","CYPERACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAREX HIRTA","carex","CYPERACEAE"
2030010010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CYPRIPEDIUM CALCEOLUS","CYPRIPEDIUM","ORCHIDACEAE","Soil nutrients","infertile","CYPRIPEDIUM CALCEOLUS","CYPRIPEDIUM","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYPRIPEDIUM CALCEOLUS","cypripedium","ORCHIDACEAE"
2030020030,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","EPIPACTIS LEPTOCHILA","EPIPACTIS","ORCHIDACEAE","Soil nutrients","fertile","EPIPACTIS LEPTOCHILA","EPIPACTIS","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPIPACTIS LEPTOCHILA","epipactis","ORCHIDACEAE"
2030030010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CEPHALANTHERA DAMASONIUM","CEPHALANTHERA","ORCHIDACEAE","Soil nutrients","fertile","CEPHALANTHERA DAMASONIUM","CEPHALANTHERA","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CEPHALANTHERA DAMASONIUM","cephalanthera","ORCHIDACEAE"
2030050010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","EPIPOGIUM APHYLLUM","EPIPOGIUM","ORCHIDACEAE","Soil nutrients","very fertile","EPIPOGIUM APHYLLUM","EPIPOGIUM","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPIPOGIUM APHYLLUM","epipogium","ORCHIDACEAE"
2030060010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","NEOTTIA NIDUS-AVIS","NEOTTIA","ORCHIDACEAE","Soil nutrients","fertile","NEOTTIA NIDUS-AVIS","NEOTTIA","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEOTTIA NIDUS-AVIS","neottia","ORCHIDACEAE"
