"plant_no","Cno","Cno_val","plant_name.x.x","genus.x.x","family.x.x","long","long_code","long_val","plant_name.y.x","genus.y.x","family.y.x","soil_nutr","soil_nutr_val","plant_name.x","genus.x","family.x","leafP","leafP_val","plant_name.x.y","genus.x.y","family.x.y","leafN","leafN_val","plant_name.y.y","genus.y.y","family.y.y","plant_name.y","genus.y","family.y"
2030070020,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","LISTERA CORDATA","LISTERA","ORCHIDACEAE","Soil nutrients","infertile","LISTERA CORDATA","LISTERA","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LISTERA CORDATA","listera","ORCHIDACEAE"
2030080010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","SPIRANTHES SPIRALIS","SPIRANTHES","ORCHIDACEAE","Soil nutrients","infertile","SPIRANTHES SPIRALIS","SPIRANTHES","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPIRANTHES SPIRALIS","spiranthes","ORCHIDACEAE"
2030090010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","GOODYERA REPENS","GOODYERA","ORCHIDACEAE","Soil nutrients","very infertile","GOODYERA REPENS","GOODYERA","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GOODYERA REPENS","goodyera","ORCHIDACEAE"
2030110010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","HERMINIUM MONORCHIS","HERMINIUM","ORCHIDACEAE","Soil nutrients","fertile","HERMINIUM MONORCHIS","HERMINIUM","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HERMINIUM MONORCHIS","herminium","ORCHIDACEAE"
2030130020,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","PLATANTHERA CHLORANTHA","PLATANTHERA","ORCHIDACEAE","Soil nutrients","infertile","PLATANTHERA CHLORANTHA","PLATANTHERA","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PLATANTHERA CHLORANTHA","platanthera","ORCHIDACEAE"
2030150010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","GYMNADENIA CONOPSEA","GYMNADENIA","ORCHIDACEAE","Soil nutrients","very infertile","GYMNADENIA CONOPSEA","GYMNADENIA","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GYMNADENIA CONOPSEA","gymnadenia","ORCHIDACEAE"
2030160010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","PSEUDORCHIS ALBIDA","PSEUDORCHIS","ORCHIDACEAE","Soil nutrients","infertile","PSEUDORCHIS ALBIDA","PSEUDORCHIS","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSEUDORCHIS ALBIDA","pseudorchis","ORCHIDACEAE"
2030180010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","COELOGLOSSUM VIRIDE","COELOGLOSSUM","ORCHIDACEAE","Soil nutrients","very infertile","COELOGLOSSUM VIRIDE","COELOGLOSSUM","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COELOGLOSSUM VIRIDE","coeloglossum","ORCHIDACEAE"
2030190062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil nutrients","very infertile","DACTYLORHIZA PURPURELLA","DACTYLORHIZA","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DACTYLORHIZA PURPURELLA","dactylorhiza","ORCHIDACEAE"
2030220010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","NEOTINEA MACULATA","NEOTINEA","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEOTINEA MACULATA","neotinea","ORCHIDACEAE"
2030240030,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ORCHIS MORIO","ORCHIS","ORCHIDACEAE","Soil nutrients","infertile","ORCHIS MORIO","ORCHIS","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ORCHIS MORIO","orchis","ORCHIDACEAE"
2030250010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ACERAS ANTHROPOPHORUM","ACERAS","ORCHIDACEAE","Soil nutrients","infertile","ACERAS ANTHROPOPHORUM","ACERAS","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACERAS ANTHROPOPHORUM","aceras","ORCHIDACEAE"
2030260010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","HIMANTOGLOSSUM HIRCINUM","HIMANTOGLOSSUM","ORCHIDACEAE","Soil nutrients","very infertile","HIMANTOGLOSSUM HIRCINUM","HIMANTOGLOSSUM","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIMANTOGLOSSUM HIRCINUM","himantoglossum","ORCHIDACEAE"
2030280010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","ANACAMPTIS PYRAMIDALIS","ANACAMPTIS","ORCHIDACEAE","Soil nutrients","infertile","ANACAMPTIS PYRAMIDALIS","ANACAMPTIS","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANACAMPTIS PYRAMIDALIS","anacamptis","ORCHIDACEAE"
2030300060,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","OPHRYS SPHEGODES","OPHRYS","ORCHIDACEAE","Soil nutrients","infertile","OPHRYS SPHEGODES","OPHRYS","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPHRYS SPHEGODES","ophrys","ORCHIDACEAE"
2030310010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","CORALLORHIZA TRIFIDA","CORALLORHIZA","ORCHIDACEAE","Soil nutrients","infertile","CORALLORHIZA TRIFIDA","CORALLORHIZA","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CORALLORHIZA TRIFIDA","corallorhiza","ORCHIDACEAE"
2030330010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","LIPARIS LOESELII","LIPARIS","ORCHIDACEAE","Soil nutrients","very infertile","LIPARIS LOESELII","LIPARIS","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LIPARIS LOESELII","liparis","ORCHIDACEAE"
2030350010,NA,NA,NA,NA,NA,"Longevity of stems (yrs)","5.02","<1","HAMMARBYA PALUDOSA","HAMMARBYA","ORCHIDACEAE","Soil nutrients","very infertile","HAMMARBYA PALUDOSA","HAMMARBYA","ORCHIDACEAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HAMMARBYA PALUDOSA","hammarbya","ORCHIDACEAE"
